node,iter,obj_value,loss_value,wt_norm,obj_value_difference,converged,num_converge_iters,accuracy,zero_one_error,train_time,read_init_time
0,0,2650001.0,1.0,5.3E10,2650001.0,0,0,0.9642857142857143,0.0357142857142857,0.107030516,0.0
0,1,0.1250000000000004,0.0,2500.0000000000077,2650000.875,0,0,0.9642857142857143,0.0357142857142857,0.061602329,0.0
