node,iter,obj_value,loss_value,wt_norm,obj_value_difference,converged,num_converge_iters,accuracy,zero_one_error,train_time,read_init_time
4,0,1815001.0,1.0,3.63E10,1815001.0,0,0,0.9642857142857143,0.0357142857142857,0.01166409,4.09E-7
4,1,0.12499999999999982,0.0,2499.9999999999964,1815000.875,0,0,0.9642857142857143,0.0357142857142857,0.006640531,4.09E-7
