node,iter,obj_value,loss_value,wt_norm,obj_value_difference,converged,num_converge_iters,accuracy,zero_one_error,train_time,read_init_time
3,0,2430001.0,1.0,4.86E10,2430001.0,0,0,0.9642857142857143,0.0357142857142857,0.010345219,7.23E-7
3,1,0.12500000000000097,0.0,2500.000000000019,2430000.875,0,0,0.9642857142857143,0.0357142857142857,0.010071894,7.23E-7
