node,iter,obj_value,loss_value,wt_norm,obj_value_difference,converged,num_converge_iters,accuracy,zero_one_error,train_time,read_init_time
2,0,3040001.0,1.0,6.08E10,3040001.0,0,0,0.9523809523809523,0.04761904761904767,0.007674586,5.0E-7
2,1,0.12500000000000044,0.0,2500.0000000000086,3040000.875,0,0,0.9523809523809523,0.04761904761904767,0.016460411,5.0E-7
